,longitude,latitude,acq_date,DEM,fire,2_at
0,81.5392,28.4691,2019-03-16,446.3116149902344,0,293.3448791503906
1,84.9189,27.2715,2019-03-20,284.6408996582031,0,293.76983642578125
2,84.3992,27.552,2019-04-11,177.7244873046875,0,296.1185302734375
3,84.5191,27.5328,2019-03-29,196.47039794921875,0,295.1813049316406
4,82.1544,28.3458,2019-01-10,1472.56787109375,0,283.2028503417969
5,82.8061,27.9133,2019-06-01,419.7135009765625,0,299.2215881347656
6,80.4394,29.0802,2019-05-26,767.7028198242188,0,297.03076171875
7,81.9114,28.1378,2019-03-28,287.7494201660156,0,295.2183837890625
8,80.7806,28.8468,2019-02-10,806.7554931640625,0,283.2510986328125
9,81.5392,28.4691,2019-05-19,446.3116149902344,1,300.3941650390625
10,82.0489,28.4367,2019-03-11,1130.6673583984375,0,288.6876525878906
11,81.0291,28.7391,2019-05-19,239.13233947753903,0,300.4867858886719
12,82.2329,27.9731,2019-06-11,286.6182861328125,0,306.3601379394531
13,84.8404,27.2573,2019-06-06,185.5447998046875,0,302.0311584472656
14,80.7796,29.3127,2019-06-21,780.0928344726562,1,292.432373046875
15,81.863,28.2275,2019-03-29,984.7969360351562,0,296.73382568359375
16,84.8319,27.2679,2019-04-25,210.0,0,300.0255126953125
17,81.409,28.4598,2019-04-21,378.679443359375,0,299.4068298339844
18,81.8359,28.5216,2019-01-01,1417.7802734375,0,281.8437194824219
19,80.4411,28.774,2019-06-06,196.5758056640625,0,304.1072082519531
20,82.2339,28.2669,2019-01-29,1049.2177734375,0,282.11376953125
21,81.9226,27.9675,2019-04-27,198.2322235107422,1,305.3291320800781
22,82.0347,28.5842,2019-06-14,1379.232177734375,0,295.72467041015625
23,81.1337,28.8108,2019-05-27,688.3077392578125,0,297.3108825683594
24,80.7888,28.7041,2019-05-07,178.31044006347656,1,301.40155029296875
25,82.5356,27.9497,2019-01-20,774.5255737304688,0,285.8050231933594
26,82.5983,27.9629,2019-05-07,757.7020874023438,1,299.5143127441406
27,82.734,27.6943,2019-03-25,149.16384887695312,0,295.9760437011719
28,80.5248,29.146,2019-03-11,705.4092407226562,0,288.7148742675781
29,80.8831,28.5489,2019-01-29,160.27218627929688,0,284.81695556640625
30,82.7137,27.7293,2019-03-30,396.037353515625,0,298.5710144042969
31,80.5481,28.9094,2019-02-16,404.1134643554688,0,287.533935546875
32,82.1091,28.3223,2019-05-09,1563.265869140625,1,298.3503112792969
33,80.2114,28.8979,2019-01-13,194.50619506835932,0,286.9894714355469
34,81.3125,28.7233,2019-04-30,664.0772705078125,1,301.0387268066406
35,85.635,27.3076,2019-05-06,506.6785888671875,0,296.01123046875
36,80.6719,29.0545,2019-05-13,1395.918212890625,0,297.1129150390625
37,81.4747,28.3953,2019-02-20,499.4818115234375,0,290.7227478027344
38,82.7364,27.8992,2019-03-23,700.3826293945312,0,293.5268859863281
39,81.5422,28.316,2019-04-09,200.23321533203125,0,295.8186950683594
40,85.6372,27.3863,2019-06-01,706.06396484375,0,295.2120666503906
41,81.5363,28.4747,2019-06-11,639.0833740234375,0,304.49237060546875
42,87.2733,26.7806,2019-03-24,251.2078094482422,0,292.3205261230469
43,80.5044,29.2766,2019-05-15,1530.4368896484375,1,293.4599914550781
44,87.9522,26.4637,2019-04-03,77.78257751464844,0,298.8578186035156
45,82.285,28.3252,2019-05-17,1489.317626953125,0,295.5473327636719
46,84.9414,27.3202,2019-03-20,497.858154296875,1,293.76983642578125
47,81.5457,28.4569,2019-04-24,473.9813537597656,0,299.3444519042969
48,81.8988,28.12,2019-04-27,246.03421020507807,1,302.9667663574219
49,84.4563,27.556,2019-01-10,180.06875610351562,1,287.1082458496094
50,80.5164,29.1591,2019-06-08,770.5108032226562,1,297.00457763671875
51,80.162,28.865,2019-04-05,192.04498291015625,1,298.9393615722656
52,82.4503,27.9629,2019-06-15,990.0338134765624,0,304.7523498535156
